Round,Loss,AUC,Precision,Recall,F1score
1,0.6628946661949158,0.7531590461730957,0.6691524386405945,0.6691524386405945,0.6691524386405945,0.6691524484668662
2,0.5984017252922058,0.7414232492446899,0.6246448755264282,0.6246448755264282,0.6246448755264282,0.6246448644735845
3,0.48399215936660767,0.8413238525390625,0.7392282485961914,0.7392282485961914,0.7392282485961914,0.7392282751307189
4,0.47197797894477844,0.8500548005104065,0.7514204382896423,0.7514204382896423,0.7514204382896423,0.7514204104898465
5,0.46384117007255554,0.8561408519744873,0.7592329382896423,0.7592329382896423,0.7592329382896423,0.7592329610690688
6,0.45940718054771423,0.8593297004699707,0.7629024386405945,0.7629024386405945,0.7629024386405945,0.7629024033119107
7,0.44412216544151306,0.8697149157524109,0.7768702507019043,0.7768702507019043,0.7768702507019043,0.7768702258449621
8,0.42178088426589966,0.8841150999069214,0.7978219985961914,0.7978219985961914,0.7978219985961914,0.7978220325206168
9,0.41441941261291504,0.8886218667030334,0.8048058748245239,0.8048058748245239,0.8048058748245239,0.8048058412125487
10,0.40585988759994507,0.893500030040741,0.8116713762283325,0.8116713762283325,0.8116713762283325,0.8116713931529421
11,0.40146899223327637,0.8956962823867798,0.8140388131141663,0.8140388131141663,0.8140388131141663,0.8140387873010085
12,0.3980311453342438,0.8974528908729553,0.8169981241226196,0.8169981241226196,0.8169981241226196,0.8169981456128036
13,0.4001641273498535,0.8964356184005737,0.8134469985961914,0.8134469985961914,0.8134469985961914,0.8134469952319039
14,0.39025449752807617,0.9018877148628235,0.8207859992980957,0.8207859992980957,0.8207859992980957,0.8207860075419171
15,0.3909298777580261,0.9014855027198792,0.8196022510528564,0.8196022510528564,0.8196022510528564,0.8196022673556235
16,0.3879546821117401,0.9032458662986755,0.8209043741226196,0.8209043741226196,0.8209043741226196,0.8209043535337474
17,0.3862505555152893,0.9041991829872131,0.8225615620613098,0.8225615620613098,0.8225615620613098,0.8225615934386321
18,0.3828902244567871,0.9059865474700928,0.8239820003509521,0.8239820003509521,0.8239820003509521,0.8239819752774208
19,0.37932151556015015,0.9079256057739258,0.8280066251754761,0.8280066251754761,0.8280066251754761,0.828006630747717
20,0.3760188817977905,0.9094792008399963,0.8285984992980957,0.8285984992980957,0.8285984992980957,0.8285984984724034
21,0.3763617277145386,0.909426748752594,0.8291903138160706,0.8291903138160706,0.8291903138160706,0.8291902996836072
22,0.37218210101127625,0.9116137027740479,0.8308475613594055,0.8308475613594055,0.8308475613594055,0.8308475692733406
23,0.37327179312705994,0.9112629890441895,0.8307291865348816,0.8307291865348816,0.8307291865348816,0.8307291866594467
24,0.37350136041641235,0.9111528396606445,0.8299005627632141,0.8299005627632141,0.8299005627632141,0.8299005682583325
25,0.37002745270729065,0.913222074508667,0.8325047492980957,0.8325047492980957,0.8325047492980957,0.83250474400148
26,0.36483657360076904,0.9152746200561523,0.8351088762283325,0.8351088762283325,0.8351088762283325,0.8351088681433083
27,0.36750930547714233,0.914275050163269,0.8332149386405945,0.8332149386405945,0.8332149386405945,0.8332149297658556
28,0.3702242374420166,0.9131105542182922,0.8330965638160706,0.8330965638160706,0.8330965638160706,0.8330965760206327
29,0.36619365215301514,0.9149807095527649,0.8345170617103577,0.8345170617103577,0.8345170617103577,0.8345170333307073
30,0.3677120804786682,0.9143306016921997,0.8341619372367859,0.8341619372367859,0.8341619372367859,0.8341619080930467
31,0.36255785822868347,0.9167003035545349,0.8374763131141663,0.8374763131141663,0.8374763131141663,0.8374763469625076
32,0.36506417393684387,0.9155844449996948,0.8371211886405945,0.8371211886405945,0.8371211886405945,0.8371211692382312
33,0.36339080333709717,0.9165549278259277,0.8375946879386902,0.8375946879386902,0.8375946879386902,0.8375946726089516
34,0.3632451891899109,0.9167260527610779,0.8373579382896423,0.8373579382896423,0.8373579382896423,0.8373579166795684
35,0.3615882098674774,0.9174310564994812,0.8386600613594055,0.8386600613594055,0.8386600613594055,0.8386600902989052
36,0.3606090247631073,0.9180091619491577,0.8388967514038086,0.8388967514038086,0.8388967514038086,0.8388967392601805
37,0.361163467168808,0.917733907699585,0.8393702507019043,0.8393702507019043,0.8393702507019043,0.8393702276958246
38,0.361759752035141,0.9175192713737488,0.8391335010528564,0.8391335010528564,0.8391335010528564,0.8391334792408528
39,0.36034250259399414,0.918192982673645,0.8396070003509521,0.8396070003509521,0.8396070003509521,0.8396069846179272
40,0.35867491364479065,0.919059693813324,0.8401988744735718,0.8401988744735718,0.8401988744735718,0.8401988961846307
41,0.35349470376968384,0.9213496446609497,0.8450520634651184,0.8450520634651184,0.8450520634651184,0.8450520718532397
42,0.35300740599632263,0.9216225743293762,0.8449336886405945,0.8449336886405945,0.8449336886405945,0.8449337190185836
43,0.35617953538894653,0.9201626181602478,0.8425663113594055,0.8425663113594055,0.8425663113594055,0.8425662799236866
44,0.35372209548950195,0.9212269186973572,0.8439867496490479,0.8439867496490479,0.8439867496490479,0.8439867715159902
45,0.3579697012901306,0.9193999171257019,0.8428030014038086,0.8428030014038086,0.8428030014038086,0.8428029981567039
46,0.3556075692176819,0.9205119013786316,0.8433948755264282,0.8433948755264282,0.8433948755264282,0.843394876174379
47,0.35023602843284607,0.9230302572250366,0.8454071879386902,0.8454071879386902,0.8454071879386902,0.8454072135107789
48,0.347453236579895,0.9242990612983704,0.8486032485961914,0.8486032485961914,0.8486032485961914,0.8486032365914646
49,0.3488973081111908,0.9238330721855164,0.8475378751754761,0.8475378751754761,0.8475378751754761,0.8475378509501786
50,0.351532518863678,0.9225206971168518,0.8464725613594055,0.8464725613594055,0.8464725613594055,0.8464725405210298
51,0.3482012152671814,0.9240209460258484,0.8486032485961914,0.8486032485961914,0.8486032485961914,0.8486032365914646
52,0.3461148142814636,0.9249371886253357,0.8503788113594055,0.8503788113594055,0.8503788113594055,0.8503788010210143
53,0.34354570508003235,0.9261589050292969,0.8531013131141663,0.8531013131141663,0.8531013131141663,0.8531012917580338
54,0.3432852625846863,0.9262313842773438,0.8536931872367859,0.8536931872367859,0.8536931872367859,0.8536932029426232
55,0.34483030438423157,0.9256251454353333,0.8545217514038086,0.8545217514038086,0.8545217514038086,0.8545217743582533
56,0.3455735445022583,0.9252418875694275,0.8538115620613098,0.8538115620613098,0.8538115620613098,0.853811570474557
57,0.3435651957988739,0.9262257814407349,0.8568891882896423,0.8568891882896423,0.8568891882896423,0.8568891742367515
58,0.33880534768104553,0.928459107875824,0.8568891882896423,0.8568891882896423,0.8568891882896423,0.8568891742367515
59,0.343604177236557,0.9262460470199585,0.857481062412262,0.857481062412262,0.857481062412262,0.8574810694595391
60,0.33740848302841187,0.9292093515396118,0.8575994372367859,0.8575994372367859,0.8575994372367859,0.8575994338667058
61,0.3379720449447632,0.9290364980697632,0.8577178120613098,0.8577178120613098,0.8577178120613098,0.857717835094739
62,0.3387264609336853,0.9287104606628418,0.8594933748245239,0.8594933748245239,0.8594933748245239,0.8594933975297758
63,0.3374953866004944,0.9291406869888306,0.8602036237716675,0.8602036237716675,0.8602036237716675,0.8602036527335218
