Round,Loss,AUC,Precision,Recall,F1score
1,0.6517142653465271,0.7215976119041443,0.6065972447395325,0.6065972447395325,0.6065972447395325,0.6065972402707945
2,0.5228379368782043,0.8347886800765991,0.7593749761581421,0.7593749761581421,0.7593749761581421,0.7593750112831842
3,0.49472469091415405,0.8534570932388306,0.7793402671813965,0.7793402671813965,0.7793402671813965,0.7793402910557118
4,0.4345241189002991,0.8863661289215088,0.8041666746139526,0.8041666746139526,0.8041666746139526,0.804166687049602
5,0.4220561683177948,0.8918807506561279,0.8131944537162781,0.8131944537162781,0.8131944537162781,0.8131944562024912
6,0.41171297430992126,0.8964388966560364,0.8166666626930237,0.8166666626930237,0.8166666626930237,0.8166666703159307
7,0.3832548260688782,0.9097219109535217,0.8270833492279053,0.8270833492279053,0.8270833492279053,0.8270833795757269
8,0.3686516582965851,0.9161598086357117,0.8345485925674438,0.8345485925674438,0.8345485925674438,0.8345485687790408
9,0.35630637407302856,0.9214221239089966,0.8423610925674438,0.8423610925674438,0.8423610925674438,0.8423610756333251
10,0.3497079610824585,0.9244319200515747,0.8460069298744202,0.8460069298744202,0.8460069298744202,0.8460069548046198
11,0.3455754220485687,0.9258121252059937,0.848437488079071,0.848437488079071,0.848437488079071,0.848437509110839
12,0.33361300826072693,0.9305823445320129,0.8520833253860474,0.8520833253860474,0.8520833253860474,0.8520832934025929
13,0.32438331842422485,0.9341102242469788,0.8588541746139526,0.8588541746139526,0.8588541746139526,0.8588541667389585
14,0.32253119349479675,0.934759259223938,0.8600694537162781,0.8600694537162781,0.8600694537162781,0.8600694365757652
15,0.31777423620224,0.9365546703338623,0.8612847328186035,0.8612847328186035,0.8612847328186035,0.8612847371203796
16,0.31184133887290955,0.9390736818313599,0.8652777671813965,0.8652777671813965,0.8652777671813965,0.8652777800739438
17,0.30471643805503845,0.9418379068374634,0.8687499761581421,0.8687499761581421,0.8687499761581421,0.8687499854204462
18,0.3039524257183075,0.9419280886650085,0.8692708611488342,0.8692708611488342,0.8692708611488342,0.8692708317262579
19,0.3020763099193573,0.942777693271637,0.8690972328186035,0.8690972328186035,0.8690972328186035,0.8690972628000542
20,0.2994556128978729,0.943854808807373,0.8713541626930237,0.8713541626930237,0.8713541626930237,0.8713541794569043
21,0.29531723260879517,0.9449084997177124,0.8729166388511658,0.8729166388511658,0.8729166388511658,0.87291663409038
22,0.2941385507583618,0.9453637599945068,0.8734375238418579,0.8734375238418579,0.8734375238418579,0.8734374925360912
23,0.29212433099746704,0.9461985230445862,0.8751736283302307,0.8751736283302307,0.8751736283302307,0.8751736109101036
24,0.287672221660614,0.9480687975883484,0.8782986402511597,0.8782986402511597,0.8782986402511597,0.8782986366307111
25,0.28686514496803284,0.9482945203781128,0.878819465637207,0.878819465637207,0.878819465637207,0.8788194825009848
