Round,Loss,AUC,Precision,Recall,F1score
1,0.6705025434494019,0.7095967531204224,0.605381965637207,0.605381965637207,0.605381965637207,0.605381965503498
2,0.6523926854133606,0.7183282971382141,0.605381965637207,0.605381965637207,0.605381965637207,0.605381965503498
3,0.6282650828361511,0.7227827906608582,0.6039930582046509,0.6039930582046509,0.6039930582046509,0.6039930439395886
4,0.5933278799057007,0.7406368851661682,0.6204861402511597,0.6204861402511597,0.6204861402511597,0.6204861561397997
5,0.557119607925415,0.7948153018951416,0.7064236402511597,0.7064236402511597,0.7064236402511597,0.7064236199294927
6,0.4961043894290924,0.8516972661018372,0.776562511920929,0.776562511920929,0.776562511920929,0.7765625157106808
7,0.4735690653324127,0.8650949597358704,0.7868055701255798,0.7868055701255798,0.7868055701255798,0.7868055886458653
8,0.4558454751968384,0.873868465423584,0.7940972447395325,0.7940972447395325,0.7940972447395325,0.794097250708394
9,0.4100691080093384,0.896193265914917,0.8140624761581421,0.8140624761581421,0.8140624761581421,0.8140624974831051
10,0.3863334655761719,0.9069809317588806,0.8236111402511597,0.8236111402511597,0.8236111402511597,0.8236111386518735
11,0.37277212738990784,0.9136261940002441,0.8277778029441833,0.8277778029441833,0.8277778029441833,0.8277777765776843
12,0.3610013425350189,0.9189828634262085,0.8362846970558167,0.8362846970558167,0.8362846970558167,0.8362847188441719
13,0.3569181263446808,0.9205590486526489,0.839930534362793,0.839930534362793,0.839930534362793,0.8399305520073667
14,0.35282599925994873,0.9223491549491882,0.8401041626930237,0.8401041626930237,0.8401041626930237,0.8401041845148027
15,0.349013090133667,0.9241704940795898,0.840624988079071,0.840624988079071,0.840624988079071,0.840624994903692
16,0.34088248014450073,0.9275112152099609,0.8460069298744202,0.8460069298744202,0.8460069298744202,0.8460069548046198
17,0.33835792541503906,0.9285292625427246,0.8463541865348816,0.8463541865348816,0.8463541865348816,0.8463541624484919
18,0.33303558826446533,0.9306880831718445,0.847743034362793,0.847743034362793,0.847743034362793,0.8477430694222109
19,0.32978910207748413,0.931915283203125,0.8508680462837219,0.8508680462837219,0.8508680462837219,0.8508680475652981
20,0.3282068371772766,0.9323986172676086,0.8520833253860474,0.8520833253860474,0.8520833253860474,0.8520832934025929
21,0.32494887709617615,0.9337589144706726,0.8545138835906982,0.8545138835906982,0.8545138835906982,0.8545138781353487
22,0.3225230872631073,0.9346372485160828,0.8548611402511597,0.8548611402511597,0.8548611402511597,0.8548611474258813
23,0.3215791583061218,0.935055136680603,0.8565972447395325,0.8565972447395325,0.8565972447395325,0.8565972763665293
24,0.3198743462562561,0.9356368780136108,0.8576388955116272,0.8576388955116272,0.8576388955116272,0.8576389277404991
25,0.3174578845500946,0.9362049102783203,0.8595486283302307,0.8595486283302307,0.8595486283302307,0.8595486127604418
26,0.3137374818325043,0.9377931952476501,0.8614583611488342,0.8614583611488342,0.8614583611488342,0.8614583411893262
27,0.3117106556892395,0.9387941360473633,0.863194465637207,0.863194465637207,0.863194465637207,0.8631944482806242
28,0.31081724166870117,0.9391235709190369,0.8635416626930237,0.8635416626930237,0.8635416626930237,0.8635416289194547
29,0.30761390924453735,0.9401496052742004,0.8664930462837219,0.8664930462837219,0.8664930462837219,0.8664930539910978
30,0.30658066272735596,0.9407709240913391,0.8673611283302307,0.8673611283302307,0.8673611283302307,0.867361146186702
31,0.3054670989513397,0.9411489367485046,0.8680555820465088,0.8680555820465088,0.8680555820465088,0.8680555765363899
32,0.3022265136241913,0.9423314332962036,0.8713541626930237,0.8713541626930237,0.8713541626930237,0.8713541794569043
33,0.3002033829689026,0.9428209066390991,0.8720486164093018,0.8720486164093018,0.8720486164093018,0.872048606791762
34,0.29737669229507446,0.944068193435669,0.8736110925674438,0.8736110925674438,0.8736110925674438,0.8736111018245367
35,0.29690003395080566,0.9444971084594727,0.8755208253860474,0.8755208253860474,0.8755208253860474,0.8755208219159057
