Round,Loss,AUC,Precision,Recall,F1score
1,0.4835737645626068,0.8461867570877075,0.766676664352417,0.766676664352417,0.766676669750519
2,0.2627878785133362,0.9524363279342651,0.8957331776618958,0.8957331776618958,0.8957331988102936
3,0.2551535367965698,0.9543822407722473,0.9017428159713745,0.9017428159713745,0.9017428028016091
4,0.24202050268650055,0.9571099877357483,0.90625,0.90625,0.90625
5,0.23233482241630554,0.9587832689285278,0.9145132303237915,0.9145132303237915,0.9145132505497952
6,0.20746731758117676,0.964428186416626,0.9221754670143127,0.9221754670143127,0.9221754761663304
7,0.19995465874671936,0.9657653570175171,0.9250300526618958,0.9250300526618958,0.9250300381541099
8,0.18955780565738678,0.9682946801185608,0.928635835647583,0.928635835647583,0.928635852138945
9,0.18422521650791168,0.9695966243743896,0.9298377633094788,0.9298377633094788,0.9298377720793772
10,0.1806904524564743,0.9714505672454834,0.9308894276618958,0.9308894276618958,0.9308894575160173
11,0.17774945497512817,0.9721425771713257,0.9322415590286255,0.9322415590286255,0.9322415807557062
12,0.1652611643075943,0.9759787917137146,0.9359976053237915,0.9359976053237915,0.9359976295630624
13,0.1640291064977646,0.9761650562286377,0.9371995329856873,0.9371995329856873,0.9371995559032
14,0.162943497300148,0.976115345954895,0.9371995329856873,0.9371995329856873,0.9371995559032
15,0.16216276586055756,0.9759390950202942,0.9375,0.9375,0.9375
16,0.15796256065368652,0.9770666360855103,0.938551664352417,0.938551664352417,0.938551660823595
17,0.15735790133476257,0.9771419763565063,0.9393028616905212,0.9393028616905212,0.9393028835094763
18,0.1564759612083435,0.9777725338935852,0.9402043223381042,0.9402043223381042,0.9402043018735057
19,0.15597809851169586,0.977658212184906,0.9390023946762085,0.9390023946762085,0.9390023870996327
20,0.1549631804227829,0.978028416633606,0.940354585647583,0.940354585647583,0.9403545722215757
21,0.15481509268283844,0.9782976508140564,0.9391526579856873,0.9391526579856873,0.9391526612702027
22,0.15435335040092468,0.9781370162963867,0.9396033883094788,0.9396033883094788,0.9396033818726284
23,0.15327417850494385,0.9782329797744751,0.9409555196762085,0.9409555196762085,0.9409555462621687
24,0.1517728716135025,0.979033887386322,0.9411057829856873,0.9411057829856873,0.9411057667186962
25,0.15132048726081848,0.9791980981826782,0.9412559866905212,0.9412559866905212,0.9412559988170968
26,0.14890725910663605,0.9797082543373108,0.9427584409713745,0.9427584409713745,0.9427584308442472
27,0.14791041612625122,0.9804686903953552,0.9427584409713745,0.9427584409713745,0.9427584308442472
