Round,Loss,AUC,Precision,Recall,F1score
1,0.2882966697216034,0.9443143010139465,0.8849158883094788,0.8849158883094788,0.8849158635833205
2,0.2538163959980011,0.9553025364875793,0.8951321840286255,0.8951321840286255,0.8951321582764377
3,0.21690525114536285,0.9643012881278992,0.9125601053237915,0.9125601053237915,0.9125600954865568
4,0.21724916994571686,0.9650918245315552,0.91015625,0.91015625,0.91015625
5,0.18193037807941437,0.9733439683914185,0.928786039352417,0.928786039352417,0.928786010718216
6,0.18244300782680511,0.9728326797485352,0.9272836446762085,0.9272836446762085,0.9272836219385472
7,0.1710204929113388,0.9762280583381653,0.9317908883094788,0.9317908883094788,0.9317909068060943
8,0.170916348695755,0.975898802280426,0.9301382303237915,0.9301382303237915,0.9301382301845611
9,0.15645729005336761,0.9794900417327881,0.934645414352417,0.934645414352417,0.9346454008443985
10,0.15295042097568512,0.9811548590660095,0.9367488026618958,0.9367488026618958,0.9367488126936835
11,0.15115568041801453,0.9813448190689087,0.9371995329856873,0.9371995329856873,0.9371995559032
12,0.14871153235435486,0.9811851382255554,0.9390023946762085,0.9390023946762085,0.9390023870996327
13,0.14732442796230316,0.9821573495864868,0.9391526579856873,0.9391526579856873,0.9391526612702027
14,0.14647990465164185,0.9817670583724976,0.9390023946762085,0.9390023946762085,0.9390023870996327
15,0.14668801426887512,0.9815705418586731,0.939453125,0.939453125,0.939453125
16,0.143653005361557,0.9822348952293396,0.9408053159713745,0.9408053159713745,0.9408053449250873
17,0.14217637479305267,0.9828526973724365,0.9409555196762085,0.9409555196762085,0.9409555462621687
18,0.13961462676525116,0.9830624461174011,0.9438101053237915,0.9438101053237915,0.9438101194947288
19,0.13800546526908875,0.9835843443870544,0.944411039352417,0.944411039352417,0.9444110506376058
20,0.13803307712078094,0.983644962310791,0.9439603090286255,0.9439603090286255,0.9439603117403482
21,0.13739146292209625,0.9832891225814819,0.9441105723381042,0.9441105723381042,0.9441105859908746
22,0.13597942888736725,0.9839280247688293,0.944260835647583,0.944260835647583,0.9442608124141368
23,0.13392354547977448,0.9840670228004456,0.9450120329856873,0.9450120329856873,0.9450120409310291
