Round,Loss,AUC,Precision,Recall,F1score
1,0.3408818244934082,0.9276610612869263,0.8530648946762085,0.8530648946762085,0.8530649059876381
2,0.2959463596343994,0.9441192150115967,0.8792067170143127,0.8792067170143127,0.8792067409138355
3,0.2634197771549225,0.9544287323951721,0.8922776579856873,0.8922776579856873,0.8922776885804782
4,0.24295610189437866,0.9602081775665283,0.9035456776618958,0.9035456776618958,0.9035456934737236
5,0.2267175316810608,0.9642862677574158,0.9133113026618958,0.9133113026618958,0.9133113282469332
6,0.20844227075576782,0.9688748717308044,0.9202223420143127,0.9202223420143127,0.9202223311975197
7,0.19510850310325623,0.9720428586006165,0.9281851053237915,0.9281851053237915,0.9281850755845517
8,0.18280237913131714,0.9746637344360352,0.9349459409713745,0.9349459409713745,0.9349459606433593
9,0.1713925451040268,0.9763859510421753,0.9400540590286255,0.9400540590286255,0.9400540468909405
10,0.18694761395454407,0.9739859700202942,0.9289363026618958,0.9289363026618958,0.9289363177908966
11,0.1878148764371872,0.9733055830001831,0.9274339079856873,0.9274339079856873,0.9274339017718719
12,0.18530909717082977,0.9743710160255432,0.9283353090286255,0.9283353090286255,0.9283353157988613
13,0.1832047551870346,0.9747744202613831,0.9298377633094788,0.9298377633094788,0.9298377720793772
14,0.18186824023723602,0.9748501777648926,0.932692289352417,0.932692289352417,0.9326922708234545
15,0.18093736469745636,0.9747827649116516,0.9314903616905212,0.9314903616905212,0.9314903586969772
16,0.17830151319503784,0.9750786423683167,0.9328425526618958,0.9328425526618958,0.9328425332837588
17,0.17928822338581085,0.9751023650169373,0.9323918223381042,0.9323918223381042,0.932391796707767
18,0.1738995760679245,0.9760024547576904,0.9343449473381042,0.9343449473381042,0.9343449708520324
19,0.17432938516139984,0.9764701724052429,0.9352464079856873,0.9352464079856873,0.9352463868867111
20,0.1714152693748474,0.9774495363235474,0.9368990659713745,0.9368990659713745,0.9368990463374567
21,0.1710376888513565,0.9773520231246948,0.9379507303237915,0.9379507303237915,0.9379507202563871
22,0.1701103001832962,0.9774469137191772,0.9381009340286255,0.9381009340286255,0.9381009461886423
23,0.1695452481508255,0.9769768118858337,0.9388521909713745,0.9388521909713745,0.9388521956818112
24,0.16638223826885223,0.9771738052368164,0.9418569803237915,0.9418569803237915,0.9418569653540643
25,0.1642136424779892,0.9783905148506165,0.9402043223381042,0.9402043223381042,0.9402043018735057
26,0.1626434624195099,0.9782990217208862,0.94140625,0.94140625,0.94140625
27,0.15912297368049622,0.9791965484619141,0.9435096383094788,0.9435096383094788,0.9435096511474014
28,0.15745173394680023,0.9787653088569641,0.9447115659713745,0.9447115659713745,0.9447115800179563
29,0.15589536726474762,0.9801543354988098,0.944260835647583,0.944260835647583,0.9442608124141368
30,0.15457159280776978,0.9798915982246399,0.9453125,0.9453125,0.9453125
31,0.15393880009651184,0.979885458946228,0.946213960647583,0.946213960647583,0.9462139325407835
32,0.1529531478881836,0.9798856973648071,0.9471153616905212,0.9471153616905212,0.9471153449798076
33,0.15032528340816498,0.9804673790931702,0.948167085647583,0.948167085647583,0.9481671155505254
34,0.1482827365398407,0.9804769158363342,0.9504206776618958,0.9504206776618958,0.950420663296711
35,0.14736329019069672,0.9801878929138184,0.950120210647583,0.950120210647583,0.9501202355879775
36,0.14463943243026733,0.981490969657898,0.9510216116905212,0.9510216116905212,0.9510216386266925
37,0.14356142282485962,0.9815218448638916,0.952223539352417,0.952223539352417,0.9522235701060238
38,0.14160221815109253,0.9814629554748535,0.9525240659713745,0.9525240659713745,0.9525240505704944
39,0.13829109072685242,0.9824405908584595,0.9528245329856873,0.9528245329856873,0.952824526204381
40,0.14703911542892456,0.9795907735824585,0.9468148946762085,0.9468148946762085,0.9468148969985241
41,0.14650306105613708,0.9803192019462585,0.947265625,0.947265625,0.947265625
42,0.14617614448070526,0.9806883931159973,0.9471153616905212,0.9471153616905212,0.9471153449798076
43,0.14672592282295227,0.9801558256149292,0.9471153616905212,0.9471153616905212,0.9471153449798076
44,0.14531591534614563,0.9803519248962402,0.9474158883094788,0.9474158883094788,0.9474158573503707
45,0.14587441086769104,0.9804469347000122,0.9477163553237915,0.9477163553237915,0.9477163645228107
46,0.145692840218544,0.9808895587921143,0.9480168223381042,0.9480168223381042,0.948016806954104
47,0.1455601155757904,0.9802818894386292,0.9489182829856873,0.9489182829856873,0.9489182521307669
48,0.14691422879695892,0.980174720287323,0.9480168223381042,0.9480168223381042,0.948016806954104
49,0.14475636184215546,0.9814215898513794,0.9471153616905212,0.9471153616905212,0.9471153449798076
50,0.14459027349948883,0.979999840259552,0.9477163553237915,0.9477163553237915,0.9477163645228107
